nama_model,kode_model
KSR Moto GRS 125,872
BMW,878
Triumph Rocket III Touring,1754
Herkules,244
Yamaha TZR 250,136
Suzuki King Quad,1718
Ducati Monster 821,1416
Kawasaki Z 650,258
Triumph Street Triple 765,696
Triumph Speed Triple 1050,1718
Yamaha BWs,1508
Honda CBR 600,1865
Honda CRF 1100,787
Yamaha Grizzly 550,1833
Scarabeo Scarabeo 50,136
Honda Forza 300,674
Harley-Davidson Night Train,695
Yamaha XT 1200,1986
BMW S 1000 XR,835
KTM,1843
Suzuki Hayabusa,705
BMW R 1200 GS,1866
Honda CRF 1000,712
Honda CBR 1000,169
Honda SH 150,2041
Kawasaki Vulcan 1700,1059
Suzuki GSX-S 1000,384
TM SMR 125 2T,1944
Ducati Diavel,695
Kawasaki Z H2,635
Kawasaki,608
Harley-Davidson XR 1200,141
BMW R 1200,136
Ducati 848,470
Harley-Davidson Sportster 1200,705
BMW R 1200 GS Adventure,1833
Derbi Senda,1856
Aprilia Tuono,136
Suzuki Bandit 1250,222
Brixton Felsberg 125,727
Kymco AK 550,1416
Polaris RZR 900,643
Yamaha X-City 250,1728
Harley-Davidson Electra Glide,260
Ducati 888,929
Yamaha MT-09,2051
Piaggio MP3 300,635
MV Agusta Brutale 990,929
Suzuki Bandit 1250,2038
Harley-Davidson Electra Glide,1670
Harley-Davidson Sportster 883,631
BMW K 1300 S,502
Piaggio Liberty 125,705
Kymco Dink 125,220
Honda CBR 1000,669
Harley-Davidson Softail,1050
BMW R 1200 GS,1106
BMW S 1000 R,623
Triumph Street Triple 675,1110
BMW R nineT,929
Yamaha Majesty 150,681
Suzuki VL 800,1843
Harley-Davidson Softail,1129
Triumph Thruxton,1457
BMW R 850 R,1785
Yamaha Tracer 900,210
Moto Guzzi V 85,256
Yamaha TMAX 530,1437
Harley-Davidson Sportster 1200,1696
BMW R 1200 R,138
Honda X-ADV,2051
Kawasaki Z 1000,1409
Yamaha TMAX 530,781
Ducati Monster 1200,665
Harley-Davidson Fat Boy,1505
KTM 1090 Adventure,196
BMW F 750 GS,136
KTM 1050 Adventure,209
Honda CBR 1000,136
Yamaha TMAX 530,209
BMW,744
BMW R 1250 RS,1283
BMW S 1000 R,666
Kymco Agility 150,136
Others,763
BMW R 80 RT,359
Ducati Hypermotard 950,255
KTM 1290 Super Duke GT,660
Harley-Davidson Electra Glide,192
Harley-Davidson Dyna Fat Bob,692
BMW R 1200 GS Adventure,1416
Triumph Street Triple RX,893
BMW K 1600,681
BMW R nineT,218
BMW F 800 GS,705
Yamaha TMAX 530,1874
BMW R 1250 R,1729
Ducati Multistrada 1200,1416
Kymco Myroad 700i,2051
Honda ST 1300,1062
BMW R 1200 RT,1464
Kawasaki Z 900,743
Honda X-ADV,1999
Aprilia Tuono,1416
Harley-Davidson Dyna Wide Glide,255
Kawasaki Z 1000,1484
Harley-Davidson Fat Bob,1575
Yamaha MT-07,669
BMW R 1200 GS,2051
Moto Guzzi V 7,729
BMW F 750 GS,720
Triumph Street Twin,761
Harley-Davidson Sportster 883,743
Others,140
Yamaha MT-09,1156
Honda CB 750,136
BMW R 1200 RT,1729
BMW R 1250 GS Adventure,790
Harley-Davidson Heritage Softail,493
Triumph,2041
Honda CB 1000,771
Aprilia Atlantic 400,851
Ducati Hypermotard 939,258
KTM,1150
BMW K 1300 S,525
BMW S 1000 RR,416
Harley-Davidson V-Rod,857
BMW R 1200 RT,934
Honda CB 650,669
Ducati,534
Ducati 1198,775
Honda CBR 1000,639
Yamaha YZF-R3,2017
KTM 1290 Super Adventure,222
BMW R nineT,212
BMW R 1200 GS LC,1049
BMW R nineT,1338
Honda CB 1000,1052
Honda CB 1000,705
KTM 790 Duke,209
Honda CRF 1100,1186
BMW F 900 R,260
Can Am Outlander,770
BMW R 1200 RT,835
Ducati Hypermotard 939,676
Kawasaki ZZR 1400,1739
Honda CRF 1000,1718
Kawasaki,853
Honda Lead,623
Honda CB 125,2051
KTM 690 Duke,716
Yamaha TMAX 530,694
Harley-Davidson Roadster,533
Yamaha WR 125,516
Harley-Davidson Dyna Switchback,832
Triumph Thruxton,1040
TGB Bullet 50,1512
Triumph Tiger Sport,215
BMW C 650 GT,1943
Kawasaki Z 900,215
Honda CB 1000,1785
Harley-Davidson Sportster 1200,1130
Triumph Trophy,939
Harley-Davidson Rocker C,627
Kawasaki,141
Ducati Monster 1200,1718
Harley-Davidson Road King,2051
BMW R 1200 GS Adventure,1788
Yamaha XV 750,669
Kawasaki Z 900,141
Ducati Streetfighter,743
Yamaha XJR 1300,2041
Yamaha MT-09,940
Honda CH 125,136
KTM,1003
Harley-Davidson Dyna Street Bob,219
Goes 520 Max,638
Harley-Davidson Heritage,259
Harley-Davidson V-Rod,641
Husqvarna,2002
Harley-Davidson Dyna Street Bob,680
BMW R nineT,142
KTM 790 Duke,1478
Kawasaki Z1000 SX,1833
Yamaha MT-10,1830
Suzuki Address,1986
Yamaha YZF 1000,521
Piaggio Ape,525
Honda CMX 500,2015
Triumph Speed Triple 1050,220
Ducati,1247
Others,2026
Harley-Davidson Superlow,638
BMW C 650,260
Harley-Davidson Late Shovel,1726
Suzuki Intruder C,1468
SYM Joymax 125i,2049
Suzuki VZR 1800,2023
BMW S 1000 XR,1885
Honda Vision 110,1057
BMW R 25,2040
Triumph Tiger Explorer,1052
Piaggio Fly 125,931
Yamaha YZF-R6,1505
BMW C Evolution,212
Moto Guzzi V 7,1508
Honda,710
Kawasaki 125 F,237
Harley-Davidson Dyna Street Bob,2051
Moto Guzzi V 7,669
Triumph Tiger Explorer,934
Yamaha Aerox,1362
Harley-Davidson Roadster,975
Yamaha SR 500,140
Harley-Davidson Iron 883,1469
Ducati Monster 1200,1050
BMW S 1000 R,1121
Suzuki V-Strom 1000,1497
Harley-Davidson Street Glide,140
MV Agusta Brutale 990,221
Piaggio Carnaby 300,808
Yamaha Raptor 700,527
Honda NC 750,669
Harley-Davidson Iron 883,1986
Kymco MXU 450i,218
Vespa Primavera 50,1986
Harley-Davidson Heritage Springer,1062
LML Star 150,669
Piaggio,442
Yamaha XJR 1300,493
Triumph Bonneville T100,136
Honda CMX 500,516
Piaggio Fly 50,932
Kawasaki Z 1000,669
Honda CRF 1100,136
Triumph Bonneville T120,1416
Suzuki SV 650,1744
BMW S 1000 XR,2010
Piaggio Liberty 125,442
KTM 790 Duke,635
SYM Symphony 125,1174
Suzuki Burgman 400,970
Harley-Davidson Softail,1749
Harley-Davidson,805
Yamaha TMAX 500,218
Piaggio,527
Kymco X-Town,1856
Harley-Davidson,1736
KTM 1190 Adventure,2051
KTM,967
KTM 1290 Super Duke R,2051
Yamaha Tracer 900,140
Triumph Tiger 900,1883
BMW R 1200 GS,136
Ducati MH 900 e,1883
Aprilia RSV4,1587
BMW R nineT,2041
Yamaha YZF-R6,1630
Royal Enfield Bullet 500,255
Quadro Quadro4,648
BMW F 800 GS,940
Yamaha XSR 900,215
KTM 390 Adventure,681
Harley-Davidson Night Train,1060
Honda SH 300,1842
BMW F 900 XR,526
Suzuki V-Strom 650,1236
BMW R nineT,1037
Yamaha Tracer 900,727
Ducati Hypermotard 939,533
BMW R 1200 GS,209
Vespa Sprint 50,1027
Benelli,1174
Triumph Tiger Explorer,136
BMW R nineT,1777
Kawasaki Z 1000,174
Harley-Davidson FXDR 114,743
Harley-Davidson XL 1200,493
Ducati 996,1883
Honda GL 1500,1864
Triumph Daytona 675,2051
Harley-Davidson Trike,136
KTM,1483
Honda CB 750,2051
KTM 1190 RC8,470
Harley-Davidson Fat Bob,690
BMW K 1200,277
KTM 690 Enduro,1515
Honda VFR 1200,681
TGB Bellavita 125,1051
Kawasaki,731
BMW S 1000 RR,1268
Kreidler Supermoto 125,1531
BMW R 1150,211
BMW R 1250 GS Adventure,637
BMW F 900 R,2037
Husqvarna 701 Supermoto,348
Yamaha XSR 900,781
BMW F 750 GS,1833
Yamaha TMAX DX,2051
Kawasaki Versys 650,1163
Honda SH 150,930
Honda X-ADV,710
Malaguti Ciak 50,470
Aprilia Sportcity 125,1296
Yamaha TriCity,255
Kawasaki Z 900,1267
BMW R 1250 GS Adventure,2016
Honda NC 750,210
BMW R 1200 RT,259
Honda CB 750,1110
Honda SH 150,1392
KTM 990 Super Duke,1060
BMW R 1250 GS,711
Kawasaki VN 1700,1045
Triumph,1908
Kawasaki Z 900,1106
Yamaha Tracer 900,705
BMW R 1200 GS,1999
MV Agusta,169
Moto Morini Corsaro 125,870
KTM 690 Duke,1856
Yamaha MT-10,220
BMW F 800 GT,525
Harley-Davidson Sportster Forty Eight,799
Yamaha TMAX 530,631
Aprilia Tuono,669
BMW R 1200 GS,2051
Harley-Davidson Sportster 883,534
BMW R 1200 RS,666
Yamaha MT-10,1061
Harley-Davidson Late Shovel,1773
Yamaha XVS 1300,207
Honda VTR 1000,341
Triumph Tiger 800,1478
BMW R 1200 RT,1172
Suzuki,526
Ducati Multistrada 1200,184
BMW R 1200 GS,136
Harley-Davidson FXD,930
Honda CB 650,897
SYM,1159
Honda CBR 650,1175
Honda X-ADV,940
Honda CB 750,623
Honda,1052
Honda X-ADV,137
Others,1882
Honda CBR 1000,1777
Mash Seventyfive 125,669
KTM 1290 Super Adventure,1739
KTM,753
Suzuki,1881
Honda CB 1000,775
MV Agusta,689
Kawasaki Z 800,669
Suzuki V-Strom 1050,1728
KTM 1190 Adventure,649
Laverda 750 SFC,141
Honda NC 750,255
Suzuki King Quad,458
KTM 1190 Adventure,174
Peugeot Vivacity 125,375
Harley-Davidson Softail Slim,1334
Honda CBR 1000,221
Can Am Traxter,222
Yamaha,136
BMW R 50,476
BMW S 1000 XR,136
Yamaha,2016
Ducati Multistrada 1200,136
BMW R 1200 GS Adventure,534
Suzuki GSX-S 750,259
Yamaha YZF-R1,1525
BMW C 650 GT,1502
Harley-Davidson Roadster,533
Ducati Scrambler,1512
MV Agusta Brutale 1090,260
Yamaha XJR 1300,2016
BMW R 1200 R,2016
Kawasaki Z1000 SX,929
MV Agusta 800,524
Ducati Hypermotard 1100,1469
Ducati,1529
Triumph Tiger 1200,1737
Ducati Diavel,136
Husqvarna SMR 125,2051
BMW F 800 GS,932
Harley-Davidson Road King,1403
Yamaha,940
Honda Integra,705
Suzuki V-Strom 1000,142
BMW R 1200 GS Adventure,669
Piaggio PX 150,1044
Yamaha YZF-R1,1010
KTM 350 EXC,781
Honda CRF 1000,2051
KTM 1190 Adventure,858
BMW F 800 GS,1534
BMW R 35,1416
Yamaha TMAX 530,183
BMW F 800 GS,653
Suzuki VLR 1800,215
Ducati,1416
TM 125,1057
Piaggio Liberty 50,2051
Derbi Variant,210
Harley-Davidson Knucklehead,144
BMW S 1000 RR,255
Kawasaki Versys 650,137
BMW K 1600 GTL,821
Honda NC 750,710
Kymco Super Dink 300,136
BMW C 400 GT,705
Honda Vision 50,136
KTM 250 EXC,729
Harley-Davidson Street Glide,929
BMW S 1000 R,136
Kawasaki J300,1860
Piaggio Carnaby 300,649
Honda,1043
Yamaha XSR 700,719
Ducati Multistrada 1200,1044
Yamaha XV 750,1287
Bimota 500 V,719
Ducati,1050
Ducati Multistrada 1260,640
BMW R 1200 GS,656
Kymco UXV 700,215
BMW R 1250 GS,835
Honda CRF 1100,1485
CF Moto CForce 625,1785
Yamaha MT-09,705
Kawasaki Versys 1000,137
Harley-Davidson Dyna Fat Bob,653
BMW R 1200 GS,506
Suzuki Katana 1000,758
Victory Hammer S,1444
BMW R nineT,666
Peugeot LXR 200,835
SYM Maxsym 400i,1032
Triumph Thruxton,967
Suzuki GSX-R 600,1736
Big Dog Pitbull,533
Harley-Davidson Fat Boy,136
BMW R 1200,1924
Honda CRF 1000,670
Ducati 1098,1864
Harley-Davidson Road Glide,136
Triumph Tiger 800,1932
Brixton Cromwell 250,671
Honda Forza 250,215
Piaggio,195
Boom Trike Fighter,623
Harley-Davidson Dyna Fat Bob,1785
Suzuki,218
Kymco Like 125,1060
Yamaha FJR 1300,210
Kawasaki Z 900,508
Harley-Davidson XL 1200,683
Honda Crosstourer,2041
Yamaha Tracer 700,1245
Zündapp ZA 25,2051
BMW F 800 GS,533
Triumph Tiger 800,1396
Others,2047
BMW R 1200 RT,259
Kawasaki Versys 650,2016
Harley-Davidson Dyna Super Glide,136
Ducati 1098,171
BMW R 1250 GS Adventure,555
Yamaha WR 125,534
Harley-Davidson Iron 883,1105
BMW R 1250 GS,137
Harley-Davidson Softail,1846
Harley-Davidson XL 1200,209
Honda CBR 1000,662
Kymco Agility 125,1437
Kawasaki Ninja 650,983
Ducati Monster 821,1486
BMW R 100,140
Honda VFR 1200,677
Honda CB 500,733
BMW R 1200 GS,1039
BMW R 1200 GS,1485
Aprilia RSV4,1104
Triumph,705
Yamaha TMAX 530,1559
Kawasaki Versys 1000,724
BMW R 1200 R,705
Piaggio Ape,1749
Kawasaki Z 900,218
BMW F 750 GS,1104
Harley-Davidson Sportster Forty Eight,209
Moto Morini Scrambler 1200,533
Others,2051
Kawasaki Versys 650,1532
MV Agusta,2051
Triumph,1057
Peugeot Citystar,501
BMW R 1200 GS,959
Kymco Agility 200,1499
Yamaha MT-07,136
MV Agusta 850,204
Ducati Monster 796,2041
Kawasaki Z 800,672
Fantic Caballero 500,1441
BMW S 1000 RR,136
KTM 1290 Super Adventure,2015
Ducati 848,331
Yamaha X-City 250,1246
BMW R 1200,897
Yamaha MT-09,1785
BMW S 1000 RR,136
Harley-Davidson Road King,1416
Honda NC 750,730
Honda CB 1000,707
Ducati Streetfighter,1139
Triumph Rocket III Touring,515
Honda CRF 1100,1361
Harley-Davidson Fat Boy,1165
Moto Guzzi V 65,1783
Harley-Davidson Custom Bike,136
Kawasaki GTR 1400,940
Triumph,1105
Ducati 899 Panigale,1718
Kymco Agility 50,138
Beta RR 450,666
Harley-Davidson Road King,710
Moto Guzzi 750 S,649
Piaggio,653
Kawasaki W 800,1416
Yamaha Tracer 700,818
Kawasaki Z H2,1365
Yamaha NMAX,215
BMW R 1200 RS,1989
Ducati Hypermotard 1100,209
Yamaha YXZ 1000,142
BMW R 1200 GS,136
KTM,1062
BMW R 1200 GS Adventure,2042
Honda F 6 C,136
BMW F 900 R,1457
Piaggio Medley 125,174
BMW,1570
Honda CRF 1000,534
BMW R 1200 GS Adventure,1052
BMW C 650 GT,1653
Harley-Davidson Street Glide,521
KTM 1190 Adventure,209
Kawasaki VN 1700,1718
BMW R 1200 GS,526
BMW C 400 X,136
Honda CRF 1100,1057
BMW K 1600 GTL Exclusive,255
Triumph Tiger Explorer,851
Aprilia Sportcity 50,932
Triumph Street Scrambler,140
Ducati Scrambler,895
Peugeot Metropolis,2051
Kymco Dink 200,136
Ducati Diavel,719
Zero,210
Others,1796
Harley-Davidson Sportster 883,631
Ducati Multistrada 1200,141
Yamaha TMAX 500,1718
BMW R 1200 GS Adventure,798
Ducati Diavel,1765
Buell 1125 R,1012
Others,1060
Yamaha,273
BMW C Evolution,136
BMW R 80 GS,164
Harley-Davidson Custom Bike,1106
Kawasaki Ninja ZX-6R,136
KTM,727
Kymco People GTi,623
BMW R nineT,681
Ducati Diavel,940
Kawasaki Z1000 SX,525
BMW R 100,163
BMW R nineT,1478
BMW F 750 GS,649
BMW R 1200 GS,136
Kymco,1759
Ducati Scrambler,1356
BMW C 650,526
Yamaha Tracer 700,209
Moto Guzzi 1200 Sport,769
KTM 1290 Super Duke R,1062
Ducati Panigale V4,727
BMW K 1600 GT,705
Moto Guzzi V 7,391
Triumph Rocket III Roadster,2022
Honda CBX 500,719
KTM 690 SMC,470
KTM 1190 Adventure,1449
Arctic Cat Alterra,669
Honda CB 650,798
Triumph,1044
Honda CRF 1100,1121
Gilera Fuoco 500,828
Kymco Grand Dink 300,1655
Harley-Davidson Road Glide,170
Yamaha,1195
Triumph Street Triple 765,175
Harley-Davidson Road King,1332
Yamaha MT-09,283
Triumph,1106
Harley-Davidson XL 1200,970
Suzuki Katana 1000,1441
Honda NC 750,1362
Yamaha XV 1900,1062
Triumph Tiger 1200,758
BMW F 900 R,138
Yamaha MT-10,623
Kawasaki W 800,695
Honda CRF 1000,397
BMW R nineT,940
Piaggio MP3 500,470
Triumph Speed Twin,1273
Yamaha YZF-R1,1104
BMW R 1200 GS LC,434
Honda SH 300,775
BMW R nineT,136
Kawasaki VN 2000,525
Honda VT 1300,929
BMW K 1600 GT,919
BMW R nineT,893
Moto Guzzi,136
LML Star 125,420
Kawasaki Versys 1000,781
BMW R 1200 GS,1104
AGM,2048
Honda CBR 125,1052
TGB X Motion 125,220
Benelli,716
Kawasaki Versys-X 300,1060
Kawasaki Ninja H2,1986
MV Agusta Brutale 800,623
Honda CB 1000,1874
BMW R 1200 RS,1060
Aprilia RSV4,176
BMW R 1200 GS,716
Honda GL 1800,604
MV Agusta F3,1998
Peugeot Geopolis 300,940
BMW F 800 GS,705
Yamaha XSR 700,768
Ducati,136
KTM 1290 Super Duke GT,687
BMW K 1600 GT,739
Piaggio,1656
Harley-Davidson Fat Boy,136
Moto Guzzi Eldorado,1887
BMW S 1000 R,1059
BMW R 1200 RT,623
Yamaha XT 1200,293
Kymco AK 550,790
Harley-Davidson VRSC V-Rod,1469
Honda CBR 1000,214
Yamaha YZF-R1,1833
Suzuki V-Strom 1050,534
BMW F 850 GS,913
Suzuki,743
Honda,2041
Honda CBR 1000,255
BMW R nineT,970
Harley-Davidson Softail,297
BMW F 900 XR,259
Kawasaki VN 1700,710
BMW F 800 R,1441
BMW F 850 GS,666
Yamaha Niken,1502
Yamaha MT-09,972
Victory Hammer 8-Ball,1944
SYM Symphony 200,1842
Peugeot Metropolis,140
Trike,705
Harley-Davidson Night Rod,648
KTM 1290 Super Duke R,1345
Luxxon,1867
BMW R 1200 R,140
Yamaha YZF-R1,2043
Honda VFR 1200,136
Yamaha,643
Honda CRF 1000,259
Ducati Multistrada 1260,1561
Vespa LX Touring 50,1941
Honda X-ADV,516
BMW R 1250 RT,1239
LML Star 151,1026
Ducati 899 Panigale,222
Daelim Daystar F.I.,1060
Velocette Venom,2042
Harley-Davidson Street 750,764
Kawasaki Z 900,140
BMW F 650,136
Moto Guzzi V 7,1833
Honda GL 1800,771
Harley-Davidson Dyna Street Bob,1744
KTM 790 Duke,535
Harley-Davidson Sportster 1200,1060
Honda Vision 50,1058
Piaggio Medley 125,534
Ducati 999,2051
SYM,1484
BMW C Evolution,821
KTM 1190 Adventure,910
KTM 390 Duke,1059
Yamaha TMAX 530,173
Harley-Davidson Dyna Street Bob,716
Can Am Spyder RS,1156
Yamaha YZF-R1,1749
Honda Pan European,716
Kawasaki Z 1300,1886
BMW R nineT,2026
BMW F 700 GS,676
Triumph Street Twin,781
Honda Gold Wing,280
Harley-Davidson Softail,142
BMW R 1200 GS,818
Honda CRF 1000,752
Honda CRF 1000,2051
Yamaha Niken,1182
Yamaha Majesty 250,637
Suzuki GSX-R 125,1998
Kawasaki Ninja ZX-10R,623
Harley-Davidson Road Glide,835
Horwin EK3,1036
Yamaha TMAX 560,244
BMW S 1000 RR,739
Kawasaki Z 1000,136
Yamaha XV 535,623
Yamaha TMAX 530,211
KTM 300 EXC,1994
BMW,573
BMW R 1200 R,1498
Honda CB 650,2051
Harley-Davidson Heritage Softail,220
Triumph Tiger 800,739
Harley-Davidson,476
Harley-Davidson Electra Glide,1986
BMW R 1200 R,781
Honda SH 150,511
BMW R 1200 RS,723
Ducati 899 Panigale,1524
BMW R 1200 GS Adventure,2051
BMW S 1000 R,818
Piaggio Beverly 300,705
Harley-Davidson LiveWire,526
Harley-Davidson V-Rod,1933
BMW R 1250 GS,1757
Harley-Davidson Sportster,895
Suzuki RG 500,1489
Yamaha X-Max 400,136
Yamaha TMAX 530,669
Yamaha NEOs 50,255
Yamaha YZF-R125,1478
Mash Black Seven,1416
Kymco Agility 50,1060
Kawasaki Versys 1000,1718
Yamaha Ténéré 700,674
Yamaha YZF 1000,206
BMW R 1200 GS,705
BMW R 1200 GS,1508
Ducati 1198,635
Honda,1052
Suzuki V-Strom 650,859
Ducati Streetfighter,137
Piaggio,705
Ducati SuperSport,496
Suzuki,1416
Harley-Davidson Softail,1866
Yamaha XJ 6,259
Honda CBR 500 R,973
BMW S 1000 XR,695
Yamaha XSR 900,506
Kawasaki,649
Yamaha XT 1200,2051
Harley-Davidson Sportster 1200,897
BMW F 850 GS,260
Husqvarna TE 250,1833
Honda CTX 1300,136
Kawasaki Ninja 1000SX,1107
BMW R 1200 GS LC,705
Can Am Ryker,209
BMW K 1600 GT,506
BMW R 1200 RS,618
Yamaha TMAX 530,136
Polaris Sportsman 500,457
Honda GL 1800,1673
Yamaha XT 660,2016
Ducati Panigale V4,781
Honda CRF 1100,506
Ducati Monster 797,1178
Triumph Daytona 955i,2051
Yamaha NMAX,727
Triumph Tiger 1200,942
BMW R 1200 R,1214
Harley-Davidson Iron 883,1416
Kymco AK 550,695
BMW C 650 GT,1885
Piaggio MP3 500,669
Suzuki King Quad,929
Ducati Diavel,1792
Honda CB 650,1185
KTM 1290 Super Adventure,2051
Moto Guzzi MGX-21,1986
BMW R 1250 GS,710
TGB,777
Kawasaki Z 800,536
BMW R 1200 GS,729
SYM Wolf SB 125 Ni,222
Husqvarna Svartpilen,219
Kymco Agility 150,755
BMW R 1200 GS Adventure,204
BMW F 800 GT,535
Yamaha,2051
Ducati,573
BMW R 1200 GS,1986
Harley-Davidson,729
Harley-Davidson Fat Boy,821
Kawasaki Z 900,210
Kawasaki Z 1000,2051
BMW R 1200 RS,929
Husqvarna TE 300,1856
Honda,255
Yamaha XSR 700,2022
Suzuki V-Strom 650,1643
BMW R 1200 GS Adventure,627
Kawasaki Z 900,1104
Harley-Davidson Fat Boy,1883
CF Moto CForce 450,731
Kawasaki ZZR 1400,423
BMW S 1000 XR,961
BMW S 1000 RR,512
Suzuki GSX-S 1000,1886
Arctic Cat 1000,775
Triumph Speedmaster,1362
Moto Guzzi V 7,1045
Triumph Thunderbird Storm,688
Honda Gold Wing,1158
Aprilia RSV4,777
BMW S 1000 XR,836
MV Agusta,835
TGB Blade 1000,2051
CF Moto CForce 1000,463
Piaggio Medley 125,171
Piaggio,1314
Harley-Davidson Road King,1117
Moto Guzzi California,545
Honda GL 1500,2051
Yamaha YZF-R3,216
Jawa 500,2015
Triumph Rocket III Touring,136
Kawasaki Z 900,136
Yamaha D'elight,1718
BMW R 100,1416
Moto Guzzi,1883
Harley-Davidson Sportster 883,521
Yamaha TMAX DX,2051
Aprilia SX 50,209
Honda F 6 C,790
BMW K 1600 GTL,474
BMW R 1200 GS,2051
Honda F 6 C,1718
Yamaha Niken,1044
Harley-Davidson FXDR 114,942
Peugeot,529
Honda CBR 650,1626
BMW R 100 CS,260
Ducati Streetfighter,1962
Harley-Davidson Sportster 883,526
Ducati Hypermotard 1100,2051
Harley-Davidson Fat Boy,1104
Benelli BN 302,1749
Daelim S3,641
Big Dog,218
Moto Guzzi V 9,2018
Honda VFR 1200,1026
KTM 1190 Adventure,1044
Harley-Davidson Night Rod,209
Pegasus S 50 gp,623
Suzuki GSX-R 1000,1133
Ducati Monster 1200,2051
BMW F 900 XR,1072
KTM 1290 Super Adventure,1758
Polaris RZR 570,209
Harley-Davidson Heritage Softail,711
BMW S 1000 XR,1908
BMW S 1000 RR,218
Piaggio NRG Power,427
BMW S 1000 R,781
Harley-Davidson Softail,136
Harley-Davidson XL 883,1044
Yamaha Ténéré 700,861
Harley-Davidson Dyna Super Glide,212
Yamaha XVS 1300,623
BMW K 100,1416
Kymco Agility 50,258
Aprilia Tuono,674
Triumph Rocket III Touring,710
Luxxon,744
Honda CB 1100,529
CF Moto CForce 520,211
Yamaha XVS 1300,521
Benelli,1121
BMW R 1200 GS Adventure,2022
Kawasaki Vulcan S,255
Harley-Davidson XL 883,1043
Rewaco RF1,942
Ducati Diavel,2051
Harley-Davidson Dyna Street Bob,669
Ducati 899 Panigale,255
BMW S 1000 XR,669
BMW F 850 GS,210
Malaguti Madison 125,2041
BMW F 850 GS,136
Honda CBF 1000,136
Ducati Panigale V4,183
Tauris Capri 50,2017
Moto Guzzi V 65,955
Kawasaki Z 800,1505
BMW R 1200 RT,1783
Harley-Davidson Softail,1052
BMW R 1200 GS,141
Honda PCX 125,1416
Kawasaki Vulcan S,842
KTM,1837
Yamaha YZF-R1,744
KTM 690 Supermoto,1489
BMW R 1200 RS,1981
Kawasaki Versys 650,1780
Malaguti Drakon,805
Victory Hammer S 106,136
MV Agusta,1874
Harley-Davidson 1200 Custom,360
Indian Scout,255
Suzuki GS 550,941
Kymco Agility 200,414
Yamaha TriCity,1416
Honda GL 1800,222
Indian Scout,799
Vespa GTS 300,1398
Moto Guzzi California 1400,212
Honda SH 150,136
BMW R 1200 GS,672
Harley-Davidson Softail,209
BMW R 1200 GS Adventure,209
Kawasaki Vulcan S,727
MV Agusta F4 1000 R 312,1510
Kawasaki Ninja ZX-10RR,533
BMW F 800 R,2041
Kymco AK 550,1833
Harley-Davidson Softail Slim,2051
Ducati Multistrada 950,631
KTM,476
Kawasaki VN 2000,219
KTM 990 Supermoto,1857
Kawasaki Ninja 650,209
Kawasaki,705
Yamaha MT-09,220
Yamaha,140
BMW R 1200 GS Adventure,631
BMW R 1200 GS Adventure,2044
MV Agusta F4 1000,1710
Others,942
Honda VFR 800,643
KTM 790 Adventure,724
BMW R nineT,414
Benzhou YIYING,240
BMW R 1200 R,930
MV Agusta F4 1000,209
SYM SYMNH X,140
Kawasaki Z 900,209
Suzuki GSX-S 1000,1044
Mash Seventyfive 125,781
Piaggio Beverly 250,1235
Suzuki VL 800,2042
Suzuki Hayabusa,1570
Harley-Davidson Late Shovel,989
BMW R 1200 GS Adventure,521
Yamaha YZF-R1,799
Harley-Davidson Dyna Switchback,858
Peugeot,174
Harley-Davidson Heritage Softail,1044
KTM 300 EXC,187
BMW C 650 GT,658
BMW C Evolution,1044
BMW F 850 GS,209
BMW R 1200,258
BMW R 100 RS,183
Honda,977
Honda SH 300,1396
KTM 1290 Super Duke GT,689
Harley-Davidson Dyna Wide Glide,2051
BMW R 1200,835
Peugeot Geopolis 300,781
Yamaha XVS 650,506
Suzuki VS 1400,2018
Ducati 851,669
BMW C 650 GT,1402
KTM 1290 Super Duke GT,136
Honda,246
Qooder Qooder,1784
BMW S 1000 XR,653
Harley-Davidson Iron 883,1597
BMW K 1600 GT,155
Yamaha MT-09,1883
Suzuki Burgman 400,1153
Niu,136
Yamaha NEOs 50,1294
Ducati 1098,1497
BMW R 1200 RT,1289
Benelli Quattronove X,702
Harley-Davidson Street Glide,1469
BMW S 1000 R,940
Harley-Davidson,688
BMW R nineT,526
Piaggio MP3 500,769
Buell XB 12,896
Kymco Super 8,675
BMW R nineT,136
Kawasaki Vulcan S,1416
Harley-Davidson Road King,138
Harley-Davidson Night Train,136
BMW F 750 GS,1865
BMW S 1000 R,775
Triumph Tiger Explorer,470
BMW S 1000 XR,218
Ducati Monster 1200,204
Triumph Bonneville T120,2051
Triumph Street Twin,306
BMW K 1600 GT,1998
KTM 1290 Super Duke R,934
Honda NSC 50 R,153
Yamaha YZF 1000,525
Ducati Monster 797,1032
KTM 790 Duke,818
Moto Guzzi GTV,525
Harley-Davidson Dyna Fat Bob,653
Moto Guzzi V 7,638
Ducati Monster 1200,136
Yamaha WR 125,1828
Honda MSX 125,525
Honda NC 750,669
Ducati 1199 Panigale,255
Ducati 959 Panigale,712
Honda CB 500,255
BMW F 800 GS,1856
BMW S 1000 RR,1986
Honda CBF 125,1777
Honda Gold Wing,210
BMW K 1600 GT,1062
Yamaha TMAX 530,494
Harley-Davidson Dyna Street Bob,210
BMW R 1200 GS,1748
Honda CBF 125,533
Yamaha TMAX 530,821
Benelli 900 Sei,1031
Honda CB 1100,777
Moto Guzzi 1200 Sport,674
Honda VFR 1200,1744
